Step,Task,Loss,Perplexity,Memory_MB,Fried_Grad_Norm,Gate_Grad_Norm,Max_Gate_Mag,Active_Grad_Norm,Gate_Bias_Max,Gate_Bias_Min,Gate_Bias_Mean,Router_Weight_Norm,Probe_Loss,Probe_PPL,Probe_Gate_Bias_Max,Rescue_Openness_Mean,Rescue_Scale_Mean,Rescue_Scale_Max
11,COUNT_UP,5.448091,232.314151,293.61,0.000000000,0.000000000,0.0000,0.593633,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
12,COUNT_UP,5.348093,210.207057,293.59,0.000000000,0.000000000,0.0000,0.507433,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
13,COUNT_UP,5.320316,204.448542,293.61,0.000000000,0.000000000,0.0000,0.582807,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
14,COUNT_UP,5.192427,179.904595,293.59,0.000000000,0.000000000,0.0000,0.511261,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
15,COUNT_UP,5.129991,169.015526,293.61,0.000000000,0.000000000,0.0000,0.525018,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
16,COUNT_UP,5.031113,153.103345,293.59,0.000000000,0.000000000,0.0000,0.541597,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
17,COUNT_UP,4.978296,145.226745,293.61,0.000000000,0.000000000,0.0000,0.555353,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
18,COUNT_UP,4.825297,124.623520,293.59,0.000000000,0.000000000,0.0000,0.549651,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
19,COUNT_UP,4.750684,115.663346,293.61,0.000000000,0.000000000,0.0000,0.654980,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
20,COUNT_UP,4.608256,100.309044,293.59,0.000000000,0.000000000,0.0000,0.606973,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
21,COUNT_UP,4.505888,90.548714,293.61,0.000000000,0.000000000,0.0000,0.588935,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
22,COUNT_UP,4.433918,84.260905,293.59,0.000000000,0.000000000,0.0000,0.627045,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
23,COUNT_UP,4.275419,71.910246,293.61,0.000000000,0.000000000,0.0000,0.573016,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
24,COUNT_UP,4.253295,70.336787,293.59,0.000000000,0.000000000,0.0000,0.638547,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
25,COUNT_UP,4.080906,59.199075,293.61,0.000000000,0.000000000,0.0000,0.678776,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
26,COUNT_UP,3.982324,53.641572,293.59,0.000000000,0.000000000,0.0000,0.630022,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
27,COUNT_UP,3.977769,53.397765,293.61,0.000000000,0.000000000,0.0000,0.646422,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
28,COUNT_UP,3.770728,43.411652,293.59,0.000000000,0.000000000,0.0000,0.669877,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
29,COUNT_UP,3.668336,39.186651,293.61,0.000000000,0.000000000,0.0000,0.633874,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
30,COUNT_UP,3.510171,33.453986,293.59,0.000000000,0.000000000,0.0000,0.636030,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
31,COUNT_UP,3.345890,28.385836,293.61,0.000000000,0.000000000,0.0000,0.718479,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
32,COUNT_UP,3.163053,23.642662,293.59,0.000000000,0.000000000,0.0000,0.748758,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
33,COUNT_UP,3.045778,21.026384,293.61,0.000000000,0.000000000,0.0000,0.710639,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
34,COUNT_UP,2.939961,18.915112,293.59,0.000000000,0.000000000,0.0000,0.757746,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
35,COUNT_UP,2.799619,16.438382,293.61,0.000000000,0.000000000,0.0000,0.753869,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
36,COUNT_UP,2.766096,15.896447,293.59,0.000000000,0.000000000,0.0000,0.749055,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
37,COUNT_UP,2.544850,12.741312,293.61,0.000000000,0.000000000,0.0000,0.749823,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
38,COUNT_UP,2.401308,11.037607,293.59,0.000000000,0.000000000,0.0000,0.789777,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
39,COUNT_UP,2.207166,9.089921,293.61,0.000000000,0.000000000,0.0000,0.672654,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
40,COUNT_UP,1.945264,6.995476,293.59,0.000000000,0.000000000,0.0000,0.701758,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
41,COUNT_UP,1.796751,6.030023,293.61,0.000000000,0.000000000,0.0000,0.681499,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
42,COUNT_UP,1.715477,5.559329,293.59,0.000000000,0.000000000,0.0000,0.754451,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
43,COUNT_UP,1.543823,4.682457,293.61,0.000000000,0.000000000,0.0000,0.703806,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
44,COUNT_UP,1.412960,4.108099,293.59,0.000000000,0.000000000,0.0000,0.699024,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
45,COUNT_UP,1.288512,3.627384,293.61,0.000000000,0.000000000,0.0000,0.688816,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
46,COUNT_UP,1.057742,2.879860,293.59,0.000000000,0.000000000,0.0000,0.676467,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
47,COUNT_UP,0.973481,2.647143,293.61,0.000000000,0.000000000,0.0000,0.623920,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
48,COUNT_UP,0.952815,2.592999,293.59,0.000000000,0.000000000,0.0000,0.667815,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
49,COUNT_UP,0.763555,2.145891,293.61,0.000000000,0.000000000,0.0000,0.577069,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
50,COUNT_UP,0.620435,1.859737,293.59,0.000000000,0.000000000,0.0000,0.525100,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
51,COUNT_UP,0.625589,1.869346,293.61,0.000000000,0.000000000,0.0000,0.557531,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
52,COUNT_UP,0.512731,1.669845,293.59,0.000000000,0.000000000,0.0000,0.460522,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
53,COUNT_UP,0.449039,1.566806,293.61,0.000000000,0.000000000,0.0000,0.434714,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
54,COUNT_UP,0.332262,1.394118,293.59,0.000000000,0.000000000,0.0000,0.380489,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
55,COUNT_UP,0.299636,1.349367,293.61,0.000000000,0.000000000,0.0000,0.351713,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
56,COUNT_UP,0.247344,1.280620,293.59,0.000000000,0.000000000,0.0000,0.307469,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
57,COUNT_UP,0.228917,1.257237,293.61,0.000000000,0.000000000,0.0000,0.260659,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
58,COUNT_UP,0.183615,1.201553,293.59,0.000000000,0.000000000,0.0000,0.263452,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
59,COUNT_UP,0.143501,1.154307,293.61,0.000000000,0.000000000,0.0000,0.209681,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
60,COUNT_UP,0.158587,1.171854,293.59,0.000000000,0.000000000,0.0000,0.204912,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
61,COUNT_UP,0.101402,1.106721,293.61,0.000000000,0.000000000,0.0000,0.170430,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
62,COUNT_UP,0.173295,1.189217,293.59,0.000000000,0.000000000,0.0000,0.230963,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
63,COUNT_UP,0.094540,1.099153,293.61,0.000000000,0.000000000,0.0000,0.134727,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
64,COUNT_UP,0.100163,1.105351,293.59,0.000000000,0.000000000,0.0000,0.136847,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
65,COUNT_UP,0.120425,1.127976,293.61,0.000000000,0.000000000,0.0000,0.214673,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
66,COUNT_UP,0.102836,1.108310,293.59,0.000000000,0.000000000,0.0000,0.153706,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
67,COUNT_UP,0.055610,1.057185,293.61,0.000000000,0.000000000,0.0000,0.097971,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
68,COUNT_UP,0.065146,1.067315,293.59,0.000000000,0.000000000,0.0000,0.144375,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
69,COUNT_UP,0.032080,1.032600,293.61,0.000000000,0.000000000,0.0000,0.058319,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
70,COUNT_UP,0.043099,1.044041,293.59,0.000000000,0.000000000,0.0000,0.086632,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
71,COUNT_UP,0.051014,1.052337,293.61,0.000000000,0.000000000,0.0000,0.119001,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
72,COUNT_UP,0.053905,1.055384,293.59,0.000000000,0.000000000,0.0000,0.155714,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
73,COUNT_UP,0.036252,1.036917,293.61,0.000000000,0.000000000,0.0000,0.089749,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
74,COUNT_UP,0.021449,1.021681,293.59,0.000000000,0.000000000,0.0000,0.047413,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
75,COUNT_UP,0.024847,1.025158,293.61,0.000000000,0.000000000,0.0000,0.050275,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
76,COUNT_UP,0.020375,1.020584,293.59,0.000000000,0.000000000,0.0000,0.042493,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
77,COUNT_UP,0.019187,1.019372,293.61,0.000000000,0.000000000,0.0000,0.039969,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
78,COUNT_UP,0.017334,1.017485,293.59,0.000000000,0.000000000,0.0000,0.040365,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
79,COUNT_UP,0.020045,1.020247,293.61,0.000000000,0.000000000,0.0000,0.046048,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
80,COUNT_UP,0.016225,1.016357,293.59,0.000000000,0.000000000,0.0000,0.033237,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
81,COUNT_UP,0.039121,1.039896,293.61,0.000000000,0.000000000,0.0000,0.075857,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
82,COUNT_UP,0.029127,1.029556,293.59,0.000000000,0.000000000,0.0000,0.080458,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
83,COUNT_UP,0.013562,1.013655,293.61,0.000000000,0.000000000,0.0000,0.031916,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
84,COUNT_UP,0.024222,1.024517,293.59,0.000000000,0.000000000,0.0000,0.066781,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
85,COUNT_UP,0.018081,1.018245,293.61,0.000000000,0.000000000,0.0000,0.047085,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
86,COUNT_UP,0.012750,1.012831,293.59,0.000000000,0.000000000,0.0000,0.029010,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
87,COUNT_UP,0.011729,1.011798,293.61,0.000000000,0.000000000,0.0000,0.024367,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
88,COUNT_UP,0.012567,1.012646,293.59,0.000000000,0.000000000,0.0000,0.026817,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
89,COUNT_UP,0.016254,1.016386,293.61,0.000000000,0.000000000,0.0000,0.046739,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
90,COUNT_UP,0.012003,1.012075,293.59,0.000000000,0.000000000,0.0000,0.028795,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
91,COUNT_UP,0.016770,1.016911,293.61,0.000000000,0.000000000,0.0000,0.069953,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
92,COUNT_UP,0.012667,1.012748,293.59,0.000000000,0.000000000,0.0000,0.037028,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
93,COUNT_UP,0.010606,1.010663,293.61,0.000000000,0.000000000,0.0000,0.023295,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
94,COUNT_UP,0.009706,1.009753,293.59,0.000000000,0.000000000,0.0000,0.022912,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
95,COUNT_UP,0.009280,1.009323,293.61,0.000000000,0.000000000,0.0000,0.017837,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
96,COUNT_UP,0.008581,1.008618,293.59,0.000000000,0.000000000,0.0000,0.016860,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
97,COUNT_UP,0.011860,1.011930,293.61,0.000000000,0.000000000,0.0000,0.039545,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
98,COUNT_UP,0.011691,1.011760,293.59,0.000000000,0.000000000,0.0000,0.038700,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
99,COUNT_UP,0.009950,1.010000,293.61,0.000000000,0.000000000,0.0000,0.024379,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
100,COUNT_UP,0.008021,1.008053,293.59,0.000000000,0.000000000,0.0000,0.016514,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
101,COUNT_UP,0.008279,1.008314,293.61,0.000000000,0.000000000,0.0000,0.016789,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
102,COUNT_UP,0.007817,1.007847,293.59,0.000000000,0.000000000,0.0000,0.016161,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
103,COUNT_UP,0.007819,1.007850,293.61,0.000000000,0.000000000,0.0000,0.017956,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
104,COUNT_UP,0.007549,1.007578,293.59,0.000000000,0.000000000,0.0000,0.014904,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
105,COUNT_UP,0.007681,1.007711,293.61,0.000000000,0.000000000,0.0000,0.016345,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
106,COUNT_UP,0.007098,1.007124,293.59,0.000000000,0.000000000,0.0000,0.014227,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
107,COUNT_UP,0.006638,1.006660,293.61,0.000000000,0.000000000,0.0000,0.013000,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
108,COUNT_UP,0.007019,1.007044,293.59,0.000000000,0.000000000,0.0000,0.012649,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
109,COUNT_UP,0.006948,1.006972,293.61,0.000000000,0.000000000,0.0000,0.014440,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
110,COUNT_UP,0.006864,1.006887,293.59,0.000000000,0.000000000,0.0000,0.014936,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
111,COUNT_UP,0.014396,1.014500,293.61,0.000000000,0.000000000,0.0000,0.051221,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
112,COUNT_UP,0.006359,1.006380,293.59,0.000000000,0.000000000,0.0000,0.012180,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
113,COUNT_UP,0.013738,1.013833,293.61,0.000000000,0.000000000,0.0000,0.045953,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
114,COUNT_UP,0.006219,1.006238,293.59,0.000000000,0.000000000,0.0000,0.011607,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
115,COUNT_UP,0.007741,1.007771,293.61,0.000000000,0.000000000,0.0000,0.029498,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
116,COUNT_UP,0.006005,1.006023,293.59,0.000000000,0.000000000,0.0000,0.012493,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
117,COUNT_UP,0.006164,1.006183,293.61,0.000000000,0.000000000,0.0000,0.013243,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
118,COUNT_UP,0.006060,1.006078,293.59,0.000000000,0.000000000,0.0000,0.013476,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
119,COUNT_UP,0.005783,1.005800,293.61,0.000000000,0.000000000,0.0000,0.011567,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
120,COUNT_UP,0.005804,1.005821,293.59,0.000000000,0.000000000,0.0000,0.010879,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
121,COUNT_UP,0.005894,1.005911,293.61,0.000000000,0.000000000,0.0000,0.011806,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
122,COUNT_UP,0.006344,1.006364,293.59,0.000000000,0.000000000,0.0000,0.016178,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
123,COUNT_UP,0.005682,1.005698,293.61,0.000000000,0.000000000,0.0000,0.011970,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
124,COUNT_UP,0.005653,1.005669,293.59,0.000000000,0.000000000,0.0000,0.011349,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
125,COUNT_UP,0.017791,1.017950,293.61,0.000000000,0.000000000,0.0000,0.056967,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
126,COUNT_UP,0.005149,1.005162,293.59,0.000000000,0.000000000,0.0000,0.010963,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
127,COUNT_UP,0.006082,1.006101,293.61,0.000000000,0.000000000,0.0000,0.015350,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
128,COUNT_UP,0.005334,1.005348,293.59,0.000000000,0.000000000,0.0000,0.010957,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
129,COUNT_UP,0.015602,1.015724,293.61,0.000000000,0.000000000,0.0000,0.055542,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
130,COUNT_UP,0.005194,1.005207,293.59,0.000000000,0.000000000,0.0000,0.010011,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
131,COUNT_UP,0.005362,1.005377,293.61,0.000000000,0.000000000,0.0000,0.010092,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
132,COUNT_UP,0.005308,1.005322,293.59,0.000000000,0.000000000,0.0000,0.010551,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
133,COUNT_UP,0.004958,1.004970,293.61,0.000000000,0.000000000,0.0000,0.010451,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
134,COUNT_UP,0.004945,1.004957,293.59,0.000000000,0.000000000,0.0000,0.010346,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
135,COUNT_UP,0.004872,1.004884,293.61,0.000000000,0.000000000,0.0000,0.009777,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
136,COUNT_UP,0.007809,1.007839,293.59,0.000000000,0.000000000,0.0000,0.039232,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
137,COUNT_UP,0.005077,1.005090,293.61,0.000000000,0.000000000,0.0000,0.010456,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
138,COUNT_UP,0.018482,1.018654,293.59,0.000000000,0.000000000,0.0000,0.100264,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
139,COUNT_UP,0.004615,1.004626,293.61,0.000000000,0.000000000,0.0000,0.009683,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
140,COUNT_UP,0.004801,1.004813,293.59,0.000000000,0.000000000,0.0000,0.009567,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
141,COUNT_UP,0.004693,1.004704,293.61,0.000000000,0.000000000,0.0000,0.009815,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
142,COUNT_UP,0.004572,1.004582,293.59,0.000000000,0.000000000,0.0000,0.010157,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
143,COUNT_UP,0.004529,1.004539,293.61,0.000000000,0.000000000,0.0000,0.009331,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
144,COUNT_UP,0.005114,1.005127,293.59,0.000000000,0.000000000,0.0000,0.014116,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
