Step,Task,Loss,Perplexity,Memory_MB,Fried_Grad_Norm,Gate_Grad_Norm,Max_Gate_Mag,Active_Grad_Norm,Gate_Bias_Max,Gate_Bias_Min,Gate_Bias_Mean,Router_Weight_Norm,Probe_Loss,Probe_PPL,Probe_Gate_Bias_Max,Rescue_Openness_Mean,Rescue_Scale_Mean,Rescue_Scale_Max
40,COUNT_UP,1.809233,6.105761,293.88,0.000000000,0.000000000,0.0000,0.727593,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
41,COUNT_UP,1.714894,5.556086,293.90,0.000000000,0.000000000,0.0000,0.781495,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
42,COUNT_UP,1.743814,5.719112,293.88,0.000000000,0.000000000,0.0000,0.732391,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
43,COUNT_UP,1.486196,4.420248,293.90,0.000000000,0.000000000,0.0000,0.678075,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
44,COUNT_UP,1.399380,4.052687,293.88,0.000000000,0.000000000,0.0000,0.760010,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
45,COUNT_UP,1.123178,3.074611,293.90,0.000000000,0.000000000,0.0000,0.622005,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
46,COUNT_UP,1.086779,2.964710,293.88,0.000000000,0.000000000,0.0000,0.728513,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
47,COUNT_UP,0.974631,2.650189,293.90,0.000000000,0.000000000,0.0000,0.616091,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
48,COUNT_UP,0.854622,2.350486,293.88,0.000000000,0.000000000,0.0000,0.586268,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
49,COUNT_UP,0.793923,2.212057,293.90,0.000000000,0.000000000,0.0000,0.636271,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
50,COUNT_UP,0.548800,1.731174,293.88,0.000000000,0.000000000,0.0000,0.455723,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
51,COUNT_UP,0.506506,1.659483,293.90,0.000000000,0.000000000,0.0000,0.491116,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
52,COUNT_UP,0.437062,1.548152,293.88,0.000000000,0.000000000,0.0000,0.407956,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
53,COUNT_UP,0.433187,1.542164,293.90,0.000000000,0.000000000,0.0000,0.409636,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
54,COUNT_UP,0.288099,1.333889,293.88,0.000000000,0.000000000,0.0000,0.346382,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
55,COUNT_UP,0.269501,1.309311,293.90,0.000000000,0.000000000,0.0000,0.307236,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
56,COUNT_UP,0.293193,1.340702,293.88,0.000000000,0.000000000,0.0000,0.353714,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
57,COUNT_UP,0.182259,1.199925,293.90,0.000000000,0.000000000,0.0000,0.236286,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
58,COUNT_UP,0.221046,1.247380,293.88,0.000000000,0.000000000,0.0000,0.243293,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
59,COUNT_UP,0.206632,1.229530,293.90,0.000000000,0.000000000,0.0000,0.272418,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
60,COUNT_UP,0.121543,1.129238,293.88,0.000000000,0.000000000,0.0000,0.190144,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
61,COUNT_UP,0.130501,1.139399,293.90,0.000000000,0.000000000,0.0000,0.161951,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
62,COUNT_UP,0.125710,1.133953,293.88,0.000000000,0.000000000,0.0000,0.215251,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
63,COUNT_UP,0.092019,1.096386,293.90,0.000000000,0.000000000,0.0000,0.153044,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
64,COUNT_UP,0.054036,1.055523,293.88,0.000000000,0.000000000,0.0000,0.091353,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
65,COUNT_UP,0.048360,1.049548,293.90,0.000000000,0.000000000,0.0000,0.090331,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
66,COUNT_UP,0.070859,1.073430,293.88,0.000000000,0.000000000,0.0000,0.137812,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
67,COUNT_UP,0.044823,1.045842,293.90,0.000000000,0.000000000,0.0000,0.083155,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
68,COUNT_UP,0.034351,1.034948,293.88,0.000000000,0.000000000,0.0000,0.063735,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
69,COUNT_UP,0.042888,1.043821,293.90,0.000000000,0.000000000,0.0000,0.078421,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
70,COUNT_UP,0.083922,1.087544,293.88,0.000000000,0.000000000,0.0000,0.187650,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
71,COUNT_UP,0.028640,1.029054,293.90,0.000000000,0.000000000,0.0000,0.057025,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
72,COUNT_UP,0.026686,1.027046,293.88,0.000000000,0.000000000,0.0000,0.056794,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
73,COUNT_UP,0.041871,1.042760,293.90,0.000000000,0.000000000,0.0000,0.100644,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
74,COUNT_UP,0.046289,1.047377,293.88,0.000000000,0.000000000,0.0000,0.096075,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
75,COUNT_UP,0.021102,1.021326,293.90,0.000000000,0.000000000,0.0000,0.048930,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
76,COUNT_UP,0.019413,1.019603,293.88,0.000000000,0.000000000,0.0000,0.037032,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
77,COUNT_UP,0.020268,1.020475,293.90,0.000000000,0.000000000,0.0000,0.041419,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
78,COUNT_UP,0.020473,1.020684,293.88,0.000000000,0.000000000,0.0000,0.046046,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
79,COUNT_UP,0.019887,1.020086,293.90,0.000000000,0.000000000,0.0000,0.052923,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
80,COUNT_UP,0.021146,1.021371,293.88,0.000000000,0.000000000,0.0000,0.058095,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
81,COUNT_UP,0.017658,1.017815,293.90,0.000000000,0.000000000,0.0000,0.047085,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
82,COUNT_UP,0.014821,1.014932,293.88,0.000000000,0.000000000,0.0000,0.034118,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
83,COUNT_UP,0.013840,1.013936,293.90,0.000000000,0.000000000,0.0000,0.032276,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
84,COUNT_UP,0.049920,1.051188,293.88,0.000000000,0.000000000,0.0000,0.150868,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
85,COUNT_UP,0.025918,1.026257,293.90,0.000000000,0.000000000,0.0000,0.067042,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
86,COUNT_UP,0.012225,1.012300,293.88,0.000000000,0.000000000,0.0000,0.024249,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
87,COUNT_UP,0.017968,1.018130,293.90,0.000000000,0.000000000,0.0000,0.050177,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
88,COUNT_UP,0.014608,1.014715,293.88,0.000000000,0.000000000,0.0000,0.037416,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
89,COUNT_UP,0.011231,1.011294,293.90,0.000000000,0.000000000,0.0000,0.021873,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
90,COUNT_UP,0.009974,1.010024,293.88,0.000000000,0.000000000,0.0000,0.021971,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
91,COUNT_UP,0.017285,1.017435,293.90,0.000000000,0.000000000,0.0000,0.050100,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
92,COUNT_UP,0.009963,1.010013,293.88,0.000000000,0.000000000,0.0000,0.020572,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
93,COUNT_UP,0.009632,1.009678,293.90,0.000000000,0.000000000,0.0000,0.021204,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
94,COUNT_UP,0.011152,1.011214,293.88,0.000000000,0.000000000,0.0000,0.029200,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
95,COUNT_UP,0.010065,1.010115,293.90,0.000000000,0.000000000,0.0000,0.020833,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
96,COUNT_UP,0.008868,1.008907,293.88,0.000000000,0.000000000,0.0000,0.019222,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
97,COUNT_UP,0.008491,1.008528,293.90,0.000000000,0.000000000,0.0000,0.017020,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
98,COUNT_UP,0.008862,1.008902,293.88,0.000000000,0.000000000,0.0000,0.017964,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
99,COUNT_UP,0.008220,1.008253,293.90,0.000000000,0.000000000,0.0000,0.016312,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
100,COUNT_UP,0.017397,1.017549,293.88,0.000000000,0.000000000,0.0000,0.050258,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
101,COUNT_UP,0.008004,1.008036,293.90,0.000000000,0.000000000,0.0000,0.015715,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
102,COUNT_UP,0.015802,1.015927,293.88,0.000000000,0.000000000,0.0000,0.048390,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
103,COUNT_UP,0.007820,1.007851,293.90,0.000000000,0.000000000,0.0000,0.015150,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
104,COUNT_UP,0.007547,1.007576,293.88,0.000000000,0.000000000,0.0000,0.013756,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
105,COUNT_UP,0.007628,1.007657,293.90,0.000000000,0.000000000,0.0000,0.017465,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
106,COUNT_UP,0.007602,1.007631,293.88,0.000000000,0.000000000,0.0000,0.016911,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
107,COUNT_UP,0.007792,1.007822,293.90,0.000000000,0.000000000,0.0000,0.015874,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
108,COUNT_UP,0.007240,1.007267,293.88,0.000000000,0.000000000,0.0000,0.015128,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
109,COUNT_UP,0.008114,1.008147,293.90,0.000000000,0.000000000,0.0000,0.018719,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
110,COUNT_UP,0.011994,1.012066,293.88,0.000000000,0.000000000,0.0000,0.043072,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
111,COUNT_UP,0.006484,1.006505,293.90,0.000000000,0.000000000,0.0000,0.013140,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
112,COUNT_UP,0.006730,1.006752,293.88,0.000000000,0.000000000,0.0000,0.014051,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
113,COUNT_UP,0.006431,1.006452,293.90,0.000000000,0.000000000,0.0000,0.012856,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
114,COUNT_UP,0.006743,1.006766,293.88,0.000000000,0.000000000,0.0000,0.012490,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
115,COUNT_UP,0.007534,1.007562,293.90,0.000000000,0.000000000,0.0000,0.023899,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
116,COUNT_UP,0.006170,1.006189,293.88,0.000000000,0.000000000,0.0000,0.011213,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
117,COUNT_UP,0.006770,1.006793,293.90,0.000000000,0.000000000,0.0000,0.014712,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
118,COUNT_UP,0.006085,1.006104,293.88,0.000000000,0.000000000,0.0000,0.012478,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
119,COUNT_UP,0.006098,1.006117,293.90,0.000000000,0.000000000,0.0000,0.011612,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
120,COUNT_UP,0.007351,1.007378,293.88,0.000000000,0.000000000,0.0000,0.019768,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
121,COUNT_UP,0.005682,1.005699,293.90,0.000000000,0.000000000,0.0000,0.011081,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
122,COUNT_UP,0.005513,1.005528,293.88,0.000000000,0.000000000,0.0000,0.010635,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
123,COUNT_UP,0.006613,1.006635,293.90,0.000000000,0.000000000,0.0000,0.020652,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
124,COUNT_UP,0.005868,1.005885,293.88,0.000000000,0.000000000,0.0000,0.011257,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
125,COUNT_UP,0.005642,1.005658,293.90,0.000000000,0.000000000,0.0000,0.010545,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
126,COUNT_UP,0.005655,1.005671,293.88,0.000000000,0.000000000,0.0000,0.012172,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
127,COUNT_UP,0.005756,1.005773,293.90,0.000000000,0.000000000,0.0000,0.011150,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
128,COUNT_UP,0.005164,1.005177,293.88,0.000000000,0.000000000,0.0000,0.011192,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
129,COUNT_UP,0.005252,1.005266,293.90,0.000000000,0.000000000,0.0000,0.009283,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
130,COUNT_UP,0.005106,1.005119,293.88,0.000000000,0.000000000,0.0000,0.009782,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
131,COUNT_UP,0.005388,1.005402,293.90,0.000000000,0.000000000,0.0000,0.009884,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
132,COUNT_UP,0.005559,1.005574,293.88,0.000000000,0.000000000,0.0000,0.010632,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
133,COUNT_UP,0.005173,1.005187,293.90,0.000000000,0.000000000,0.0000,0.010308,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
134,COUNT_UP,0.005551,1.005567,293.88,0.000000000,0.000000000,0.0000,0.010854,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
135,COUNT_UP,0.007276,1.007302,293.90,0.000000000,0.000000000,0.0000,0.031365,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
136,COUNT_UP,0.005106,1.005119,293.88,0.000000000,0.000000000,0.0000,0.011183,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
137,COUNT_UP,0.005013,1.005026,293.90,0.000000000,0.000000000,0.0000,0.010220,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
138,COUNT_UP,0.006901,1.006925,293.88,0.000000000,0.000000000,0.0000,0.029561,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
139,COUNT_UP,0.004585,1.004596,293.90,0.000000000,0.000000000,0.0000,0.009720,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
140,COUNT_UP,0.004680,1.004691,293.88,0.000000000,0.000000000,0.0000,0.009960,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
141,COUNT_UP,0.005200,1.005213,293.90,0.000000000,0.000000000,0.0000,0.011471,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
142,COUNT_UP,0.005045,1.005058,293.88,0.000000000,0.000000000,0.0000,0.009403,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
143,COUNT_UP,0.004749,1.004761,293.90,0.000000000,0.000000000,0.0000,0.008611,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
144,COUNT_UP,0.005299,1.005313,293.88,0.000000000,0.000000000,0.0000,0.015877,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.0000,0.000000,0.00,0.00
